SMILES,Density (g/cm^3),van der Waals volume (cm^3/g),FFV,SCScore
*CC=C(C(=O)OC)C(C[SH](=O)[O-])*,1.091 ,0.551 ,0.218 ,2.532 
*CC/C=C(\[Si](C)(C)Cl)/*,1.083 ,0.555 ,0.218 ,1.466 
*[Si](C#N)(c1ccc(COc2ccc(C(C)(C)c3ccccc3)cc2)cc1)*,1.049 ,0.573 ,0.218 ,2.752 
*COCC1=C(C)C[Si](C)(C1)*,0.932 ,0.645 ,0.218 ,2.535 
*c1ccc(c(c2ccccc2)c1Br)*,1.451 ,0.414 ,0.218 ,1.581 
*c1ccc(Br)c(c1c1ccccc1)*,1.451 ,0.414 ,0.218 ,1.882 
*c1c(S)cc(c([2H])c1Br)N1C(=O)c2ccc(cc2C1=O)Oc1ccc2c(c1)C(=O)N(C2=O)*,1.408 ,0.427 ,0.218 ,3.866 
*/C(/C)=C(\C#N)/C#C[Si](C)(CCc1ccccc1)*,0.941 ,0.639 ,0.218 ,2.678 
*Oc1ccc(cc1)/C=N/c1ccc(cc1)N(c1cc(C)ccc1N)*,1.129 ,0.533 ,0.218 ,2.907 
*c1cc(CCCCCCCCCCCCC)c(c(CCCCCC)c1CCCCCCCC)*,0.969 ,0.620 ,0.218 ,3.313 
*CC([Si](C)(C)Oc1c([2H])cccc1Cl)*,1.166 ,0.516 ,0.218 ,2.604 
*CC([Si](C)(C)CCCn1c2ccccc2c2ccccc12)*,1.022 ,0.589 ,0.218 ,3.186 
*O[Si](C)(CCCCOc1ccc(/C=C/c2cc(OCCCCCCCCCC)c(OCCCCCC)cc2C)c(Br)c1)*,1.080 ,0.557 ,0.218 ,3.737 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(c1ccccc1)c1cc(cc(C(C)(C)C)c1)*,1.047 ,0.574 ,0.218 ,2.744 
*Oc1ccc(c(F)c1[2H])/C(/C#C)=C/c1c(CCCCCCCCCCCC)cc(c(F)c1F)*,1.275 ,0.472 ,0.218 ,4.288 
*NC(=O)c1ccc(cc1)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1cccc(c1)C(=O)*,1.111 ,0.541 ,0.218 ,3.249 
*c1ccc2c(c1)C(=O)N(C2=O)c1cc(C)c(c(Br)c1)N1C(=O)c2ccc(cc2C1=O)*,1.421 ,0.423 ,0.218 ,2.316 
*C#CN(c1ccc(c2ccc(C#N)cc2)cc1)*,1.067 ,0.564 ,0.218 ,2.566 
*Cc1ccc(o1)C(C)(C)c1ccc(s1)C#C[Si](C)(C)O[Si](C)(C)*,0.926 ,0.649 ,0.218 ,3.162 
*c1cc(CCC(CC)CCC)c(cc1CCCCCCC)*,1.011 ,0.595 ,0.218 ,3.574 
*Oc1cccc(c1)S(=O)(=O)c1ccc(cc1)Oc1c(C)cc(cc1OC)*,1.184 ,0.508 ,0.218 ,3.520 
*CCN(C(=O)C(CCCCC)C(COC(F)(F)F)C(F)(F)F)*,1.448 ,0.415 ,0.218 ,3.696 
*Oc1ccc(cc1)C(=O)O[Si](C)(C)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,1.152 ,0.522 ,0.218 ,3.329 
*O[Si](F)(Cl)*,1.186 ,0.507 ,0.218 ,1.520 
*CCCCCCOc1cc(C)c(cc1OCC(CC)CCCCCCCC)*,1.009 ,0.596 ,0.218 ,3.178 
*N=P(C)(O[Si](C)(C)CC)*,0.977 ,0.616 ,0.218 ,1.887 
*N=P(CC)(O[Si](C)(C)C)*,0.977 ,0.616 ,0.218 ,1.952 
*C(=O)c1ccc(c(F)c1F)n1c(F)c(F)c2cc3-n2c(=O)c2c(c(=O)c(cc3)c1=O)cc(cc2)*,1.322 ,0.455 ,0.218 ,4.026 
*Sc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)*,1.193 ,0.504 ,0.218 ,2.069 
*[Si](C)(c1c(Cl)cc(Br)c(Cl)c1Cl)*,1.416 ,0.425 ,0.218 ,2.345 
*O[Si](C)(CCCN(CC)c1ccccc1)*,1.007 ,0.597 ,0.218 ,2.409 
*O[Si](C)(C)c1sc(cc1C#N)*,1.001 ,0.601 ,0.218 ,2.198 
*NC(CCC(F)(F)F)C(F)(OC(F)(F)F)*,1.530 ,0.393 ,0.218 ,2.890 
*CCCCCCCCCCOC(=O)NSc1ccc(cc1)CSC(=O)O*,1.063 ,0.566 ,0.218 ,2.927 
*O[Si](CCC)(CCCC(C)C)*,0.901 ,0.667 ,0.218 ,2.339 
*CC(C)C(P(=O)(OCC)c1ccccc1)*,0.972 ,0.618 ,0.218 ,2.300 
*Nc1cc(OCC(CCCC)COCC)c(cc1CCCCCCCC)*,1.022 ,0.589 ,0.218 ,3.840 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)[Si](C)(C)c1ccc(cc1)C(=O)*,1.090 ,0.552 ,0.218 ,2.032 
*Sc1ccc(cc1C)SCSCCCCCCCCCCC(=O)Nc1ccc(cc1)C(=O)*,1.052 ,0.571 ,0.218 ,3.943 
*c1ccc(cc1C)c1cc(c(CCCC(C)C)c(OCCCCCCCCCCCCCC)c1)*,0.982 ,0.612 ,0.218 ,4.213 
*c1ccc(cc1)Oc1cc(CCN(C)CC)c(cc1O)*,1.141 ,0.527 ,0.218 ,3.442 
*c1cccc(c1)c1cc(OCC(CC)CCCCCC)c(cc1OCCCCCCCCCC)*,1.013 ,0.594 ,0.218 ,3.602 
*NC1CCCC1NC([Si](=O)(CCC(F)(F)F)C(F)(F)F)*,1.471 ,0.409 ,0.218 ,3.466 
*CC(OC(=O)C)C(c1ccccc1)C#CC(=O)S*,1.091 ,0.551 ,0.218 ,2.438 
*C(=O)c1ccc(cc1OCCCCCC)Oc1cc(OC)c(cc1Br)*,1.290 ,0.466 ,0.218 ,2.439 
*CCCC[Si](C)(C)O[Si](C)(C)C[Si](C)(C)C#C[Si](C)(C)*,0.929 ,0.647 ,0.218 ,2.375 
*CCCCCCCCCCCSC(=O)Sc1ccc(cc1)Cc1ccc(cc1)C(=O)O*,1.051 ,0.572 ,0.218 ,3.320 
*O[Si](C)(CCCCCC(F)(F)F)*,1.304 ,0.461 ,0.218 ,2.787 
*O[Si](COc1ccc(Br)cc1)c1ccccc1C(=O)*,1.440 ,0.418 ,0.218 ,2.224 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc1ccc(cc1)C(C)(C)c1ccc(nc1)C#Cc1ccc(s1)*,1.015 ,0.592 ,0.218 ,3.533 
*/C=C(\C[Si](C)(C)Oc1ccc(C(C)C)cc1)/*,0.978 ,0.615 ,0.218 ,2.293 
*Oc1ccc(cc1)OC(=O)c1ccc(c(Br)c1)Oc1ccc(cc1C)Sc1ccc(c(C)c1)*,1.434 ,0.419 ,0.218 ,3.510 
*O[Si](C)(C)(c1ccc(Cl)cc1)*,1.141 ,0.527 ,0.218 ,1.675 
*/C=C(\c1cc(C)c(CC)cc1C)/*,1.119 ,0.537 ,0.218 ,3.029 
*OC(C(C)CC)C=C(CCC(F)(F)F)*,1.412 ,0.426 ,0.218 ,2.504 
*O[Si](C)(Oc1ccc(C(=O)Oc2ccc(C(=O)Oc3ccc(c4ccccc4)cc3)c(C(=O)O)c2)cc1)*,1.153 ,0.521 ,0.218 ,3.779 
*Oc1ccc(cc1)[Si](C)(C)c1ccc(cc1)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)[Si](C)(C)*,1.088 ,0.553 ,0.218 ,2.946 
*CCC(=O)SN(CCCC)*,1.018 ,0.591 ,0.218 ,1.771 
*Oc1ccc(c(Br)c1)S(=O)(=O)c1ccc(cc1S(=O)(=O)O)Oc1ccc(cc1)c1ccc(cc1)*,1.443 ,0.417 ,0.218 ,3.866 
*Cc1cc(C)c(c(S(=O)(=O)c2ccccc2)c1O)C(C)=CC[Si](C)(C)c1cc(ccc1O)*,1.155 ,0.521 ,0.218 ,2.804 
*Oc1c(C)cc(c(C)c1C)Cc1c(C)cc(cc1Br)*,1.426 ,0.422 ,0.218 ,3.001 
*C(=O)Sc1ccc(Oc2ccc(Br)cc2)c(c1)*,1.441 ,0.417 ,0.218 ,2.045 
*O[Si](C)(CCCCCCCCCOc1ccc(C(=O)Oc2ccc(S(=O)(=O)c3ccc(OCCCC)cc3)cc2)cc1)*,1.081 ,0.556 ,0.218 ,4.531 
*OCP(=O)(c1ccc(Br)cc1)Oc1ccc(cc1)C(=O)*,1.440 ,0.418 ,0.218 ,2.264 
*O[Si](C)(CCCC[Si](C)C)*,0.929 ,0.648 ,0.218 ,2.801 
*O[Si](C)(CCCCCCOc1ccc(C(=O)Oc2ccc(S(=O)(=O)c3ccc(OC)cc3)cc2)cc1)*,1.121 ,0.537 ,0.218 ,4.291 
*CCOCCOCCOCCOCCOCCOCSCOCCO[Si](C)(OC)*,1.021 ,0.589 ,0.218 ,2.231 
*O[Si](C)(C)/N=C(\NCNC(=O)C)/*,1.086 ,0.554 ,0.218 ,2.475 
*O[Si](C)(C)c1ccc(cc1)OC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(cc1)OC(=O)*,1.110 ,0.542 ,0.218 ,3.067 
*Nc1ccc(cc1c1ccccc1)C(CCCC[Si](C)(C)C)C#CCCc1ccc(cc1)/C=C/c1ccc(cc1)*,1.022 ,0.588 ,0.218 ,3.943 
*/C=C(\c1cc(C)c(CCCC(C)(C)C)c(C)c1C)/*,1.006 ,0.598 ,0.218 ,3.570 
*N=P(Oc1ccc(F)cc1)(Oc1ccc(Br)cc1)*,1.467 ,0.410 ,0.218 ,1.858 
*Oc1ccc(cc1F)c1ccc(c(Br)c1)OC(=O)NC(=O)c1ccc(cc1)C(=O)*,1.436 ,0.419 ,0.218 ,3.487 
*ONc1ccc(C(=C(C)CC)c2ccc(Br)cc2)cc1*,1.353 ,0.444 ,0.218 ,2.713 
*Oc1ccc(cc1)OC(=O)Nc1ccc(cc1)Cc1ccc(cc1Br)NC(=O)*,1.432 ,0.420 ,0.218 ,3.411 
*Oc1ccc(cc1)C(CCC(F)(F)F)c1ccc(cc1)C(C)(C)c1ccc(cc1)*,1.314 ,0.458 ,0.218 ,3.366 
*CCCCCCCCCCNC(=O)c1ccc(cc1)S(=O)(=O)CCCOc1ccc(cc1)C=Cc1ccc(cc1)S*,1.058 ,0.568 ,0.218 ,4.687 
*c1ccc(c2ccc(C(C)(C)[Si](C)(C)C)cc2)cc1c1cccc(c1)N(C)*,1.091 ,0.551 ,0.218 ,3.549 
*c1cc(O[Si](C)(C)C)c(s1)*,1.001 ,0.601 ,0.218 ,1.704 
*CC(c1ccc(C(OC)C(C)C)cc1)*,0.999 ,0.602 ,0.218 ,2.801 
*/C=C/c1ccc(c(OC(C[SiH3]=O)CC(C)C)c1)*,1.012 ,0.594 ,0.218 ,3.317 
*OS(=O)(=O)c1ccc(cc1)NC(=O)c1cccc(c1)C(=O)Nc1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)*,1.291 ,0.466 ,0.218 ,2.778 
*Oc1cc(CCCCC(F)(F)F)c(c(C(F)(F)F)c1C(C)(C)C)C(=O)*,1.302 ,0.462 ,0.218 ,3.810 
*N=P(OCCOCCOCCOCCOC)(O[Si](C)(C)C)*,0.989 ,0.608 ,0.218 ,2.131 
*N=P(OCCOCCOCCOCCOC)(O[Si](C)(C)C#C)*,0.989 ,0.608 ,0.218 ,2.525 
*N=P(OCCOCCOCCOCCOC)(O[Si](C)(C)OC)*,0.989 ,0.608 ,0.218 ,2.694 
*O[Si](C)(C)c1ccc(cc1)C(C)(C)c1ccc(cc1)C(=C(C)C)*,1.030 ,0.584 ,0.218 ,2.680 
*c1ccc(cc1)c1ccc(cc1c1ccccc1)Oc1ccc(cc1)Sc1ccc(cc1)[Si](CC)(c1ccccc1)*,1.168 ,0.515 ,0.218 ,3.730 
*CCCCOC(=O)SCc1ccc(o1)*,1.053 ,0.571 ,0.218 ,2.236 
*Oc1ccc(c(O)c1N)C(=O)Nc1ccc(cc1Br)*,1.433 ,0.420 ,0.218 ,2.693 
*c1ccc(cc1)[Si](C)(C[Si](C)(C)c1ccc(S(=O)(=O)O)cc1)*,1.135 ,0.530 ,0.218 ,2.317 
*O[Si](C#CCC)(CCCCCC(F)(F)F)*,1.301 ,0.462 ,0.218 ,2.989 
*CCN(C(=O)c1cc(Br)ccc1c1ccccc1)*,1.427 ,0.421 ,0.218 ,2.599 
*CCN(C(=O)c1ccc(Br)cc1c1ccccc1)*,1.427 ,0.421 ,0.218 ,2.545 
*Sc1cc(Br)c(cc1CCCCCCCC)*,1.209 ,0.498 ,0.218 ,2.883 
*Oc1ccc(c(OC)c1)C(=O)Oc1ccc(cc1C)c1ccc(c(Br)c1)OCc1ccc(cc1)*,1.426 ,0.422 ,0.218 ,2.772 
*C(=O)c1cccc(c1)P(=O)(OC)Oc1ccc(c(Br)c1)N1C(=O)c2ccc(cc2C1=O)*,1.437 ,0.418 ,0.218 ,2.641 
*/C=C/c1cc(OCC(CC)CCCC)c(cc1OCCCCCC)/C=C(\C#N)/c1cc(OCCCCCCCCCCCC)c(cc1OCCCCCCCC)*,0.988 ,0.609 ,0.218 ,4.975 
*N=P(Oc1ccc(OC)cc1)(Oc1cccc(Br)c1)*,1.453 ,0.414 ,0.218 ,1.817 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(cc1)NC(=O)*,1.090 ,0.552 ,0.218 ,2.407 
*OC(CCCOCc1cc(Br)cc(OCC)c1)*,1.235 ,0.487 ,0.218 ,2.794 
*c1cc(OCC(CC)CCCC)c(c(F)c1F)c1cc(C(F)(F)F)c(cc1F)n1c(=O)c2cc3c(=O)n(c(=O)c3cc2c1=O)*,1.313 ,0.458 ,0.218 ,4.196 
*O[Si](C)(C)c1ccc(cc1)Oc1ccc(cc1)C(C)(C)*,1.070 ,0.562 ,0.218 ,2.430 
*Oc1ccc(cc1)C(C)(C)c1ccc(cc1)O[Si](C)(C)*,1.070 ,0.562 ,0.218 ,2.434 
*O[Si](C)(CCc1ccc(C(C)C)cc1)*,0.978 ,0.615 ,0.218 ,2.573 
*Oc1ccc(cc1)/C=N/NC(=O)c1ccc(cc1)[Si](C)(C)OC(=O)Nc1ccc(cc1)OC(=O)*,1.153 ,0.521 ,0.218 ,3.363 
*O[Si](C)(C)OC(C)(OC)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](OCC[Si](C)(C)C)(O[Si](C)(C)C)*,0.979 ,0.615 ,0.218 ,2.839 
*Oc1ccc(cc1)CN(CC)c1ccc(cc1)Cc1ccc(cc1)*,1.089 ,0.553 ,0.218 ,2.561 
*O/C(/C)=C/c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)[Si](C)(CC)c1ccc(cc1)*,1.088 ,0.553 ,0.218 ,2.501 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(CCO)C(OC(C)O)*,0.979 ,0.614 ,0.218 ,2.480 
*CCCCSSC(=O)N(CCC)*,1.024 ,0.587 ,0.218 ,2.570 
*CCCCCCCCCCCCSSC(=O)Nc1ccc(cc1)CCc1ccc(cc1)N(C)*,1.063 ,0.566 ,0.218 ,3.870 
*Oc1ccc(cc1)c1ccc(c(C(CCCC)CCCCCCCC(F)(F)F)c1F)OC(=O)c1cccc(c1)C(=O)*,1.278 ,0.471 ,0.218 ,3.910 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(CCCCCCOc1c(Br)cc(F)cc1Br)*,1.252 ,0.481 ,0.218 ,3.319 
*Nc1ccc(cc1)Cc1ccc(cc1Br)C(=O)*,1.423 ,0.423 ,0.218 ,2.574 
*O[Si](C)(C#N)[Si](C)(CCC)*,0.951 ,0.632 ,0.218 ,2.094 
*/C=C/c1ccc(cc1)/C(/C)=C/c1ccc(cc1)[Si](C)(C#N)*,1.052 ,0.572 ,0.218 ,2.969 
*CCN(c1ccccc1)CCO[Si](C)(C)S*,1.032 ,0.583 ,0.218 ,2.279 
*O[Si](C)(C(C)CCCC)*,0.914 ,0.658 ,0.218 ,2.136 
*O[Si](C)(CCCC(C)C)*,0.914 ,0.658 ,0.218 ,2.134 
*/C=C/c1cc(OCC(CCCC)CCCCCC)c(cc1OCCCCCCCCCCCCCCCC)*,0.961 ,0.626 ,0.218 ,3.763 
*Oc1ccc(cc1)Oc1ccc(cc1)Sc1ccc(cc1)OP(=O)(O)O[Si](C)(C)*,1.149 ,0.523 ,0.218 ,3.449 
*c1cc(S(C)(C)C)c(cc1c1ccc(C=C(C)C)cc1)*,1.231 ,0.488 ,0.218 ,3.340 
*c1cc(CC(CCCC)CCCC)c(s1)*,0.950 ,0.633 ,0.218 ,2.319 
*c1cc(CCCC(CC)CCCC)c(s1)*,0.950 ,0.633 ,0.218 ,2.687 
*c1cc(CCCC(CS)CCCC)c(s1)*,0.950 ,0.633 ,0.218 ,2.665 
*O[Si](C)(C)CCCC(C#C)*,0.914 ,0.658 ,0.218 ,1.695 
*Oc1ccc(cc1C(=O)O)NC(=O)c1ccc(C(=O)Nc2ccccc2Br)c(c1)C(=O)*,1.439 ,0.418 ,0.218 ,3.581 
*C(=O)Nc1ccc(cc1C)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)[Si](C)(C)*,1.181 ,0.509 ,0.218 ,3.010 
*OC(=O)OCCC(O)CN(c1ccccc1)S(=O)(=O)*,1.140 ,0.528 ,0.218 ,2.601 
*Oc1ccc(cc1)Oc1ccc(cc1)NC(=S)N(c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)c1ccc(o1)*,1.119 ,0.537 ,0.218 ,3.506 
*c1cc(CC(CC)CCCC)c(cc1CCCC)*,1.031 ,0.583 ,0.218 ,3.373 
*Oc1ccc(cc1)/C(/C)=C/c1ccc(cc1Br)OC(=O)c1ccc(cc1)C(=O)*,1.427 ,0.421 ,0.218 ,2.696 
*Oc1ccc(cc1Br)/C=C(\C)/c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.427 ,0.421 ,0.218 ,2.688 
*Oc1ccc(Br)cc1C(=S)*,1.436 ,0.419 ,0.218 ,1.674 
*Nc1ccc(cc1)C[Si](C)(C)c1ccc(cc1)[Si](C)(CC)*,1.056 ,0.570 ,0.218 ,2.674 
*Nc1cccc(c1)NC(=O)c1ccc(cc1Br)C(=S)*,1.425 ,0.422 ,0.218 ,2.872 
*O[Si](C)(C)O[Si](C)(C)Oc1ccc(cc1)C(C)(C)c1ccc(s1)*,1.016 ,0.592 ,0.218 ,2.753 
*Oc1ccc(cc1)C(C)(C)c1ccc(s1)O[Si](C)(C)O[Si](C)(C)*,1.016 ,0.592 ,0.218 ,2.846 
*/C=C/c1ccc(cc1C)/C=C/c1cc(c(CC)cc1CC)*,1.153 ,0.522 ,0.218 ,3.336 
*NC1=CCC=C1P(=O)(O)C1CCC(CC1)*,0.925 ,0.650 ,0.218 ,2.776 
*Oc1ccc(cc1Cl)N1ON1c1ccc(c(Br)c1)/C=C/c1ccc(OC(=O)C)c(c1)C(=O)*,1.439 ,0.418 ,0.218 ,3.403 
*Nc1cccc(c1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1Br)c1ccc(cc1)NC(=O)c1ccc(cc1)*,1.410 ,0.426 ,0.218 ,3.530 
*Nc1ccc(cc1)/N=N/N=C(\C)/N(C)c1ccc(cc1)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(CC)*,1.076 ,0.559 ,0.218 ,3.787 
*O[Si](C)(C)OC(O)OC(OC[Si](C)(C)O)*,0.984 ,0.611 ,0.218 ,1.781 
*c1ccc(c(C(F)(F)F)c1)c1ccc(cc1C(F)(F)F)n1c(=O)c2cc3c(=O)n(c(=O)c3c(S(F)(F)F)c2c1=O)*,1.355 ,0.444 ,0.218 ,4.412 
*c1ccc(cc1)c1ccc(cc1)[Si](C)(OCC)*,1.092 ,0.551 ,0.218 ,1.979 
*OC(C)=CCC=C(Oc1ccccc1)NC(=O)OC#COc1ccc(cc1Br)/C=N/c1ccc(cc1)*,1.429 ,0.421 ,0.218 ,2.711 
*c1ccc(s1)/C=C/C(=O)Nc1ccc(c(Br)c1)c1ccc(cc1)NC(=O)Sc1ccc(cc1C)c1nnc(s1)*,1.426 ,0.422 ,0.218 ,4.589 
*Oc1ccc(cc1)C(=O)Oc1ccc(cc1Br)C(=O)NC(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*,1.430 ,0.421 ,0.218 ,2.967 
*O[Si](C)(S)CC([2H])([2H])*,0.934 ,0.644 ,0.218 ,2.061 
*O[Si](C)(CCc1c([2H])cc(Br)cc1Cl)*,1.394 ,0.431 ,0.218 ,2.643 
*Oc1ccc(cc1)/C=N/c1ccc(cc1)/C=C/c1cc(OCC(C)CCCCC)c(cc1CCCCCC)*,1.008 ,0.597 ,0.218 ,4.300 
*N=[PH](Oc1ccc(Br)cc1)(c1ccccc1)*,1.451 ,0.414 ,0.218 ,1.986 
*N=[PH](Oc1ccccc1)(c1ccc(Br)cc1)*,1.451 ,0.414 ,0.218 ,1.949 
*N=P(Oc1ccc(Br)cc1)(c1ccccc1)*,1.451 ,0.414 ,0.218 ,2.077 
*N=P(Oc1ccccc1)(c1ccc(Br)cc1)*,1.451 ,0.414 ,0.218 ,2.086 
*O[Si](C)(Cc1ccccc1C(C)(C)C)*,0.974 ,0.617 ,0.218 ,2.284 
*OC(=O)SN(c1cc(Br)cc(O)c1Cl)*,1.448 ,0.415 ,0.218 ,2.457 
*c1ccc(cc1Br)/C=C/c1cc(SCCCCCC)nc(c1O)*,1.226 ,0.491 ,0.218 ,3.302 
*Oc1ccc(cc1Br)/N=N/c1ccc(c(Cl)c1)/C=C/c1ccc(cc1)/C=C/c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.424 ,0.422 ,0.218 ,3.358 
*NC(CCCBr)CC[Si](C)(C)*,0.948 ,0.635 ,0.218 ,2.673 
*c1ccc2-c3c(C(c2c1)(CCCCCC)CCCCCCCC)cc(cc3)c1cc(CCCCCCCC)c(cc1CCCCCCCC)*,0.948 ,0.634 ,0.218 ,4.613 
*Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Br)cc4)cc3)cc2)c(c1)*,1.424 ,0.422 ,0.218 ,2.783 
*O[Si](OCCOC)(OCCOCCOC)*,0.981 ,0.613 ,0.218 ,1.934 
*c1ccc(cc1OC)[Si](C)(C)c1ccc(cc1)S(=O)(=O)*,1.175 ,0.512 ,0.218 ,2.308 
*OS(=O)(=O)c1ccc(cc1)[Si](C)(C)c1ccc(cc1C)*,1.175 ,0.512 ,0.218 ,1.994 
*c1cc(Br)cc(c1)/C=C/c1ccc(c(F)c1Cl)*,1.427 ,0.422 ,0.218 ,2.292 
*/C=C(\C#N)/C(=O)CCCS(=O)(=O)O*,1.084 ,0.555 ,0.218 ,2.978 
*C(=O)Nc1ccc(cc1)C(=O)NS(=O)(=O)c1ccc(cc1)Nc1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)*,1.278 ,0.471 ,0.218 ,3.401 
*C(=O)Nc1ccc(cc1)NC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)*,1.278 ,0.471 ,0.218 ,3.572 
*O[Si](C)(CCC(C)C[Si](C)(C)C)*,0.917 ,0.656 ,0.218 ,2.411 
*CCN(c1ccc2cc(C)ccc2c1)*,1.118 ,0.538 ,0.218 ,2.360 
*c1ccc(c(C)c1)[SiH](c1ccccc1)c1cccc(c1)n1c(=O)c2cc3c(=O)n(c(=O)c3c(Br)c2c1=O)*,1.444 ,0.416 ,0.218 ,4.505 
*Cc1ccc(cc1)C[Si](c1ccccc1)(c1ccc(OCC#N)cc1)*,1.086 ,0.554 ,0.218 ,2.345 
*CC(c1cccc(C#C[Si](C)(C)c2ccc(c3ccccc3)cc2)n1)*,0.973 ,0.618 ,0.218 ,3.335 
*/C=C/[Si](C)(C)c1ccc(cc1)C(C)(C)c1ccc(cc1)C#[Si](C)(c1ccccc1)*,1.034 ,0.582 ,0.218 ,3.007 
*Cc1ccc(cc1)/N=N/c1ccc(cc1)C(C)(C)c1ccc(cc1)Cc1ccc(cc1)[Si](c1ccccc1)(c1ccccc1)c1ccc(s1)*,1.081 ,0.556 ,0.218 ,3.280 
*CC(c1ccc(CC[Si](C)(C)c2ccccc2)cc1)*,0.973 ,0.618 ,0.218 ,2.111 
*c1ccc(cc1)[Si](C)(C)c1ccc(cc1)N(c1ccc(C(C)(C)C#C)cc1)*,1.090 ,0.552 ,0.218 ,2.472 
*Oc1ccc(cc1Br)C(=O)Nc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.426 ,0.422 ,0.218 ,3.602 
*C/C=C/CCC(CC(Cc1ccccc1)c1ccc(C)c(N)c1)O*,1.021 ,0.589 ,0.218 ,3.172 
*c1ccc(cc1)C(C)([Si](C)(C)c1ccccc1)*,0.991 ,0.607 ,0.218 ,1.853 
*C(CCC(=O)OC(C)C)S(=O)(=O)*,1.081 ,0.556 ,0.218 ,2.087 
*CCCN(CCCC)CC(CCc1ccccc1)O*,1.013 ,0.594 ,0.218 ,3.398 
*/C=C/c1ccc(cc1OCC)/C=C/c1cc(C#N)c(cc1C)*,1.153 ,0.521 ,0.218 ,3.580 
*O[Si](C)(C)CCC(CC)*,0.913 ,0.659 ,0.218 ,1.835 
*CC(CCCCN1c2ccccc12)*,0.970 ,0.620 ,0.218 ,2.461 
*N=P(Oc1ccc(Br)cc1)(Oc1ccc(I)cc1)*,1.467 ,0.410 ,0.218 ,1.769 
*Oc1ccc(cc1c1ccc(F)cc1Br)c1ccc(cc1)Oc1ccc(cc1)C(=O)*,1.429 ,0.421 ,0.218 ,3.470 
*c1ccc(cc1)c1ccc(cc1)N(c1ccc(C(C)(C)[Si](C)(C)C)cc1)*,1.088 ,0.553 ,0.218 ,2.891 
*O[Si](C)(C)c1ccc(cc1C)C(C)(C)c1ccc(c(C)c1)Cc1ccc(o1)*,1.047 ,0.575 ,0.218 ,3.300 
*Oc1cc(OCC(CC)CCCC)c(cc1CCCCCCCCCCCCCC)*,0.991 ,0.607 ,0.218 ,3.594 
*/C=C/Cc1ccc(cc1C)/C=C/c1cc(c(C)cc1C)O*,1.152 ,0.522 ,0.218 ,3.650 
*O[Si](C)(C)O[Si](C)(OCCOCCOCCOCCOC)*,0.978 ,0.615 ,0.218 ,2.217 
*Oc1ccc(cc1)c1ccc(cc1Br)Oc1ccc(c(C)c1C)/N=C/c1cc(OC)c(cc1C)*,1.431 ,0.420 ,0.218 ,3.364 
*/C=C(\c1ccc(S(=O)(=O)c2ccc(C#N)cc2)cc1c1ccccc1)/*,1.188 ,0.506 ,0.218 ,3.821 
*c1ccc(Br)c(c1S)*,1.453 ,0.414 ,0.218 ,1.109 
*/N=N/c1cc(Br)cc(c1)c1ccc(cc1)*,1.439 ,0.418 ,0.218 ,2.381 
*CC([Si](C)(C)c1ccncc1O)*,0.935 ,0.643 ,0.218 ,2.540 
*N=P(OCC)(C(C)CCCCCCCC)*,0.900 ,0.669 ,0.218 ,2.330 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1cc(c(Br)c(Br)c1Cl)*,1.511 ,0.398 ,0.218 ,2.428 
